tissue,dataset,top_gene,runner_up,margin,margin_lo,margin_hi,support,n_cells,n_boot
NTS,GSE166648,Oprm1,Oprl1,7.477338757033811,7.03662134347972,7.980250867515528,1.0,49392,2000
